Sexo;Comunidad autónoma y provincia de residencia;País de nacionalidad;Unidades de medida;Total
Mujeres;28 Madrid;Canadá;Edad media;36,35
Mujeres;28 Madrid;Estados Unidos de América;Edad media;36,17
Mujeres;28 Madrid;México;Edad media;35,32
Mujeres;28 Madrid;Costa Rica;Edad media;33,67
Mujeres;28 Madrid;Cuba;Edad media;41,1
Mujeres;28 Madrid;El Salvador;Edad media;31,16
Mujeres;28 Madrid;Guatemala;Edad media;30,97
Mujeres;28 Madrid;Honduras;Edad media;31,63
Mujeres;28 Madrid;Nicaragua;Edad media;33,37
Mujeres;28 Madrid;Panamá;Edad media;30,78
Mujeres;28 Madrid;República Dominicana;Edad media;33,78
Mujeres;28 Madrid;Argentina;Edad media;38,58
Mujeres;28 Madrid;Bolivia;Edad media;36,68
Mujeres;28 Madrid;Brasil;Edad media;36,19
Mujeres;28 Madrid;Colombia;Edad media;36,56
Mujeres;28 Madrid;Chile;Edad media;37,8
Mujeres;28 Madrid;Ecuador;Edad media;37,01
Mujeres;28 Madrid;Paraguay;Edad media;35,96
Mujeres;28 Madrid;Perú;Edad media;37,76
Mujeres;28 Madrid;Uruguay;Edad media;41,09
Mujeres;28 Madrid;Venezuela;Edad media;37,41
Mujeres;28 Madrid;Otros países de América;Edad media;34,04
Mujeres;28 Madrid;Bangladesh;Edad media;24,2
Mujeres;28 Madrid;China;Edad media;32,64
Mujeres;28 Madrid;Filipinas;Edad media;39,01
Mujeres;28 Madrid;India;Edad media;33,57
Mujeres;28 Madrid;Indonesia;Edad media;37,06
Mujeres;28 Madrid;Iraq;Edad media;34,82
Mujeres;28 Madrid;Irán;Edad media;37,61
Mujeres;28 Madrid;Israel;Edad media;33,18
Mujeres;28 Madrid;Japón;Edad media;45,17
Mujeres;28 Madrid;Jordania;Edad media;31,25
Mujeres;28 Madrid;Líbano;Edad media;33,3
Mujeres;28 Madrid;Nepal;Edad media;29,58
Mujeres;28 Madrid;Pakistán;Edad media;28,27
Mujeres;28 Madrid;Corea;Edad media;35,83
Mujeres;28 Madrid;Siria;Edad media;32,61
Mujeres;28 Madrid;Tailandia;Edad media;39,46
Mujeres;28 Madrid;Turquía;Edad media;30,98
Mujeres;28 Madrid;Vietnam;Edad media;29,2
Mujeres;28 Madrid;Kazajstán;Edad media;34,13
Mujeres;28 Madrid;Otros países de Asia;Edad media;32,27
Mujeres;28 Madrid;Australia;Edad media;37,69
Mujeres;28 Madrid;Apátridas;Edad media;31,98
Mujeres;28 Madrid;Otros países de Oceanía;Edad media;39,35
Mujeres;14 Murcia, Región de;Total;Edad media;42,03
Mujeres;14 Murcia, Región de;Albania;Edad media;39,08
Mujeres;14 Murcia, Región de;Austria;Edad media;46,01
Mujeres;14 Murcia, Región de;Bélgica;Edad media;56,92
Mujeres;14 Murcia, Región de;Bulgaria;Edad media;36,87
Mujeres;14 Murcia, Región de;Dinamarca;Edad media;55,66
Mujeres;14 Murcia, Región de;España;Edad media;42,99
Mujeres;14 Murcia, Región de;Finlandia;Edad media;44,89
Mujeres;14 Murcia, Región de;Francia;Edad media;47,47
Mujeres;14 Murcia, Región de;Grecia;Edad media;37,31
Mujeres;14 Murcia, Región de;Hungría;Edad media;41,07
Mujeres;14 Murcia, Región de;Irlanda;Edad media;55,51
Mujeres;14 Murcia, Región de;Italia;Edad media;38,99
Mujeres;14 Murcia, Región de;Noruega;Edad media;60,89
Mujeres;14 Murcia, Región de;Países Bajos;Edad media;55,54
Mujeres;14 Murcia, Región de;Polonia;Edad media;38,29
Mujeres;14 Murcia, Región de;Portugal;Edad media;37,73
Mujeres;14 Murcia, Región de;Andorra;Edad media;0
Mujeres;14 Murcia, Región de;Reino Unido;Edad media;60,25
Mujeres;14 Murcia, Región de;Alemania;Edad media;53,48
Mujeres;14 Murcia, Región de;Rumanía;Edad media;34,52
Mujeres;14 Murcia, Región de;Suecia;Edad media;52,5
Mujeres;14 Murcia, Región de;Suiza;Edad media;62,58
Mujeres;14 Murcia, Región de;Ucrania;Edad media;41,91
Mujeres;14 Murcia, Región de;Letonia;Edad media;35,31
Mujeres;14 Murcia, Región de;Moldavia;Edad media;34,16
Mujeres;14 Murcia, Región de;Belarús;Edad media;39,38
Mujeres;14 Murcia, Región de;Georgia;Edad media;37,18
Mujeres;14 Murcia, Región de;Estonia;Edad media;41,26
Mujeres;14 Murcia, Región de;Lituania;Edad media;40,84
Mujeres;14 Murcia, Región de;República Checa;Edad media;39,59
Mujeres;14 Murcia, Región de;República Eslovaca;Edad media;34,83
Mujeres;14 Murcia, Región de;Croacia;Edad media;36,14
Mujeres;14 Murcia, Región de;Armenia;Edad media;34,64
Mujeres;14 Murcia, Región de;Rusia;Edad media;41,16
Mujeres;14 Murcia, Región de;Serbia;Edad media;36
Mujeres;14 Murcia, Región de;Otros países de Europa;Edad media;41,77
Mujeres;14 Murcia, Región de;Angola;Edad media;38,84
Mujeres;14 Murcia, Región de;Argelia;Edad media;28,51
Mujeres;14 Murcia, Región de;Cabo Verde;Edad media;46
Mujeres;14 Murcia, Región de;Camerún;Edad media;34,15
Mujeres;14 Murcia, Región de;Costa de Marfil;Edad media;25,08
Mujeres;14 Murcia, Región de;Egipto;Edad media;36,13
Mujeres;14 Murcia, Región de;Etiopía;Edad media;31,93
Mujeres;14 Murcia, Región de;Gambia;Edad media;25,36
Mujeres;14 Murcia, Región de;Ghana;Edad media;29,24
Mujeres;14 Murcia, Región de;Guinea;Edad media;24,82
Mujeres;14 Murcia, Región de;Guinea-Bissau;Edad media;27,4
Mujeres;14 Murcia, Región de;Guinea Ecuatorial;Edad media;33,58
Mujeres;14 Murcia, Región de;Mali;Edad media;20,96
Mujeres;14 Murcia, Región de;Marruecos;Edad media;28,93
Mujeres;14 Murcia, Región de;Mauritania;Edad media;23,67
Mujeres;14 Murcia, Región de;Nigeria;Edad media;31,06
Mujeres;14 Murcia, Región de;Sudáfrica;Edad media;41,83
Mujeres;14 Murcia, Región de;Senegal;Edad media;27,44
Mujeres;14 Murcia, Región de;Túnez;Edad media;31,19
Mujeres;14 Murcia, Región de;Otros países de África;Edad media;31,99
Mujeres;14 Murcia, Región de;Canadá;Edad media;44,54
Mujeres;14 Murcia, Región de;Estados Unidos de América;Edad media;39,48
Mujeres;14 Murcia, Región de;México;Edad media;39,42
Mujeres;14 Murcia, Región de;Costa Rica;Edad media;33,73
Mujeres;14 Murcia, Región de;Cuba;Edad media;41,7
Mujeres;14 Murcia, Región de;El Salvador;Edad media;31,83
Mujeres;14 Murcia, Región de;Guatemala;Edad media;28,89
Mujeres;14 Murcia, Región de;Honduras;Edad media;32,42
Mujeres;14 Murcia, Región de;Nicaragua;Edad media;32,89
Mujeres;14 Murcia, Región de;Panamá;Edad media;29,24
Mujeres;14 Murcia, Región de;República Dominicana;Edad media;35,93
Mujeres;14 Murcia, Región de;Argentina;Edad media;39,41
Mujeres;14 Murcia, Región de;Bolivia;Edad media;35,31
Mujeres;14 Murcia, Región de;Brasil;Edad media;37,31
Mujeres;14 Murcia, Región de;Colombia;Edad media;37,48
Mujeres;14 Murcia, Región de;Chile;Edad media;38,57
Mujeres;14 Murcia, Región de;Ecuador;Edad media;34,79
Mujeres;14 Murcia, Región de;Paraguay;Edad media;34,65
Mujeres;14 Murcia, Región de;Perú;Edad media;38,53
Mujeres;14 Murcia, Región de;Uruguay;Edad media;41,77
Mujeres;14 Murcia, Región de;Venezuela;Edad media;36,23
Mujeres;14 Murcia, Región de;Otros países de América;Edad media;37,87
Mujeres;14 Murcia, Región de;Bangladesh;Edad media;27,83
Mujeres;14 Murcia, Región de;China;Edad media;31,79
Mujeres;14 Murcia, Región de;Filipinas;Edad media;37,53
Mujeres;14 Murcia, Región de;India;Edad media;29,59
Mujeres;14 Murcia, Región de;Indonesia;Edad media;39,78
Mujeres;14 Murcia, Región de;Iraq;Edad media;35,49
Mujeres;14 Murcia, Región de;Irán;Edad media;40,37
Mujeres;14 Murcia, Región de;Israel;Edad media;36,82
Mujeres;14 Murcia, Región de;Japón;Edad media;41,39
Mujeres;14 Murcia, Región de;Jordania;Edad media;29,54
Mujeres;14 Murcia, Región de;Líbano;Edad media;25,05
Mujeres;14 Murcia, Región de;Nepal;Edad media;22,19
Mujeres;14 Murcia, Región de;Pakistán;Edad media;27
Mujeres;14 Murcia, Región de;Corea;Edad media;32,14
Mujeres;14 Murcia, Región de;Siria;Edad media;23,76
Mujeres;14 Murcia, Región de;Tailandia;Edad media;41,05
Mujeres;14 Murcia, Región de;Turquía;Edad media;30,54
Mujeres;14 Murcia, Región de;Vietnam;Edad media;26,65
Mujeres;14 Murcia, Región de;Kazajstán;Edad media;36,19
Mujeres;14 Murcia, Región de;Otros países de Asia;Edad media;31,81
Mujeres;14 Murcia, Región de;Australia;Edad media;44,21
Mujeres;14 Murcia, Región de;Apátridas;Edad media;37,52
Mujeres;14 Murcia, Región de;Otros países de Oceanía;Edad media;37,96
Mujeres;30 Murcia;Total;Edad media;42,03
Mujeres;30 Murcia;Albania;Edad media;39,08
Mujeres;30 Murcia;Austria;Edad media;46,01
Mujeres;30 Murcia;Bélgica;Edad media;56,92
Mujeres;30 Murcia;Bulgaria;Edad media;36,87
Mujeres;30 Murcia;Dinamarca;Edad media;55,66
Mujeres;30 Murcia;España;Edad media;42,99
Mujeres;30 Murcia;Finlandia;Edad media;44,89
Mujeres;30 Murcia;Francia;Edad media;47,47
Mujeres;30 Murcia;Grecia;Edad media;37,31
Mujeres;30 Murcia;Hungría;Edad media;41,07
Mujeres;30 Murcia;Irlanda;Edad media;55,51
Mujeres;30 Murcia;Italia;Edad media;38,99
Mujeres;30 Murcia;Noruega;Edad media;60,89
Mujeres;30 Murcia;Países Bajos;Edad media;55,54
Mujeres;30 Murcia;Polonia;Edad media;38,29
Mujeres;30 Murcia;Portugal;Edad media;37,73
Mujeres;30 Murcia;Andorra;Edad media;0
Mujeres;30 Murcia;Reino Unido;Edad media;60,25
Mujeres;30 Murcia;Alemania;Edad media;53,48
Mujeres;30 Murcia;Rumanía;Edad media;34,52
Mujeres;30 Murcia;Suecia;Edad media;52,5
Mujeres;30 Murcia;Suiza;Edad media;62,58
Mujeres;30 Murcia;Ucrania;Edad media;41,91
Mujeres;30 Murcia;Letonia;Edad media;35,31
Mujeres;30 Murcia;Moldavia;Edad media;34,16
Mujeres;30 Murcia;Belarús;Edad media;39,38
Mujeres;30 Murcia;Georgia;Edad media;37,18
Mujeres;30 Murcia;Estonia;Edad media;41,26
Mujeres;30 Murcia;Lituania;Edad media;40,84
Mujeres;30 Murcia;República Checa;Edad media;39,59
Mujeres;30 Murcia;República Eslovaca;Edad media;34,83
Mujeres;30 Murcia;Croacia;Edad media;36,14
Mujeres;30 Murcia;Armenia;Edad media;34,64
Mujeres;30 Murcia;Rusia;Edad media;41,16
Mujeres;30 Murcia;Serbia;Edad media;36
Mujeres;30 Murcia;Otros países de Europa;Edad media;41,77
Mujeres;30 Murcia;Angola;Edad media;38,84
Mujeres;30 Murcia;Argelia;Edad media;28,51
Mujeres;30 Murcia;Cabo Verde;Edad media;46
Mujeres;30 Murcia;Camerún;Edad media;34,15
Mujeres;30 Murcia;Costa de Marfil;Edad media;25,08
Mujeres;30 Murcia;Egipto;Edad media;36,13
Mujeres;30 Murcia;Etiopía;Edad media;31,93
Mujeres;30 Murcia;Gambia;Edad media;25,36
Mujeres;30 Murcia;Ghana;Edad media;29,24
Mujeres;30 Murcia;Guinea;Edad media;24,82
Mujeres;30 Murcia;Guinea-Bissau;Edad media;27,4
Mujeres;30 Murcia;Guinea Ecuatorial;Edad media;33,58
Mujeres;30 Murcia;Mali;Edad media;20,96
Mujeres;30 Murcia;Marruecos;Edad media;28,93
Mujeres;30 Murcia;Mauritania;Edad media;23,67
Mujeres;30 Murcia;Nigeria;Edad media;31,06
Mujeres;30 Murcia;Sudáfrica;Edad media;41,83
Mujeres;30 Murcia;Senegal;Edad media;27,44
Mujeres;30 Murcia;Túnez;Edad media;31,19
Mujeres;30 Murcia;Otros países de África;Edad media;31,99
Mujeres;30 Murcia;Canadá;Edad media;44,54
Mujeres;30 Murcia;Estados Unidos de América;Edad media;39,48
Mujeres;30 Murcia;México;Edad media;39,42
Mujeres;30 Murcia;Costa Rica;Edad media;33,73
Mujeres;30 Murcia;Cuba;Edad media;41,7
Mujeres;30 Murcia;El Salvador;Edad media;31,83
Mujeres;30 Murcia;Guatemala;Edad media;28,89
Mujeres;30 Murcia;Honduras;Edad media;32,42
Mujeres;30 Murcia;Nicaragua;Edad media;32,89
Mujeres;30 Murcia;Panamá;Edad media;29,24
Mujeres;30 Murcia;República Dominicana;Edad media;35,93
Mujeres;30 Murcia;Argentina;Edad media;39,41
Mujeres;30 Murcia;Bolivia;Edad media;35,31
Mujeres;30 Murcia;Brasil;Edad media;37,31
Mujeres;30 Murcia;Colombia;Edad media;37,48
Mujeres;30 Murcia;Chile;Edad media;38,57
Mujeres;30 Murcia;Ecuador;Edad media;34,79
Mujeres;30 Murcia;Paraguay;Edad media;34,65
Mujeres;30 Murcia;Perú;Edad media;38,53
Mujeres;30 Murcia;Uruguay;Edad media;41,77
Mujeres;30 Murcia;Venezuela;Edad media;36,23
Mujeres;30 Murcia;Otros países de América;Edad media;37,87
Mujeres;30 Murcia;Bangladesh;Edad media;27,83
Mujeres;30 Murcia;China;Edad media;31,79
Mujeres;30 Murcia;Filipinas;Edad media;37,53
Mujeres;30 Murcia;India;Edad media;29,59
Mujeres;30 Murcia;Indonesia;Edad media;39,78
Mujeres;30 Murcia;Iraq;Edad media;35,49
Mujeres;30 Murcia;Irán;Edad media;40,37
Mujeres;30 Murcia;Israel;Edad media;36,82
Mujeres;30 Murcia;Japón;Edad media;41,39
Mujeres;30 Murcia;Jordania;Edad media;29,54
Mujeres;30 Murcia;Líbano;Edad media;25,05
Mujeres;30 Murcia;Nepal;Edad media;22,19
Mujeres;30 Murcia;Pakistán;Edad media;27
Mujeres;30 Murcia;Corea;Edad media;32,14
Mujeres;30 Murcia;Siria;Edad media;23,76
Mujeres;30 Murcia;Tailandia;Edad media;41,05
Mujeres;30 Murcia;Turquía;Edad media;30,54
Mujeres;30 Murcia;Vietnam;Edad media;26,65
Mujeres;30 Murcia;Kazajstán;Edad media;36,19
Mujeres;30 Murcia;Otros países de Asia;Edad media;31,81
Mujeres;30 Murcia;Australia;Edad media;44,21
Mujeres;30 Murcia;Apátridas;Edad media;37,52
Mujeres;30 Murcia;Otros países de Oceanía;Edad media;37,96
Mujeres;15 Navarra, Comunidad Foral de;Total;Edad media;44,63
Mujeres;15 Navarra, Comunidad Foral de;Albania;Edad media;28,33
Mujeres;15 Navarra, Comunidad Foral de;Austria;Edad media;40,84
Mujeres;15 Navarra, Comunidad Foral de;Bélgica;Edad media;48,72
Mujeres;15 Navarra, Comunidad Foral de;Bulgaria;Edad media;37,78
Mujeres;15 Navarra, Comunidad Foral de;Dinamarca;Edad media;36,48
Mujeres;15 Navarra, Comunidad Foral de;España;Edad media;45,9
Mujeres;15 Navarra, Comunidad Foral de;Finlandia;Edad media;35,77
Mujeres;15 Navarra, Comunidad Foral de;Francia;Edad media;44,07
Mujeres;15 Navarra, Comunidad Foral de;Grecia;Edad media;40,5
Mujeres;15 Navarra, Comunidad Foral de;Hungría;Edad media;41,23
Mujeres;15 Navarra, Comunidad Foral de;Irlanda;Edad media;37,11
Mujeres;15 Navarra, Comunidad Foral de;Italia;Edad media;38,01
Mujeres;15 Navarra, Comunidad Foral de;Noruega;Edad media;37,95
Mujeres;15 Navarra, Comunidad Foral de;Países Bajos;Edad media;42,76
Mujeres;15 Navarra, Comunidad Foral de;Polonia;Edad media;38,36
Mujeres;15 Navarra, Comunidad Foral de;Portugal;Edad media;39,25
Mujeres;15 Navarra, Comunidad Foral de;Andorra;Edad media;31,18
Mujeres;15 Navarra, Comunidad Foral de;Reino Unido;Edad media;39,04
Mujeres;15 Navarra, Comunidad Foral de;Alemania;Edad media;38,65
Mujeres;15 Navarra, Comunidad Foral de;Rumanía;Edad media;33,23
Mujeres;15 Navarra, Comunidad Foral de;Suecia;Edad media;45,32
Mujeres;15 Navarra, Comunidad Foral de;Suiza;Edad media;41,73
Mujeres;15 Navarra, Comunidad Foral de;Ucrania;Edad media;40,43
Mujeres;15 Navarra, Comunidad Foral de;Letonia;Edad media;50,14
Mujeres;15 Navarra, Comunidad Foral de;Moldavia;Edad media;35,54
Mujeres;15 Navarra, Comunidad Foral de;Belarús;Edad media;37,95
Mujeres;15 Navarra, Comunidad Foral de;Georgia;Edad media;37,09
Mujeres;15 Navarra, Comunidad Foral de;Estonia;Edad media;34,25
Mujeres;15 Navarra, Comunidad Foral de;Lituania;Edad media;41,61
Mujeres;15 Navarra, Comunidad Foral de;República Checa;Edad media;37,49
Mujeres;15 Navarra, Comunidad Foral de;República Eslovaca;Edad media;37,6
Mujeres;15 Navarra, Comunidad Foral de;Croacia;Edad media;33,15
Mujeres;15 Navarra, Comunidad Foral de;Armenia;Edad media;40,65
Mujeres;15 Navarra, Comunidad Foral de;Rusia;Edad media;40,48
Mujeres;15 Navarra, Comunidad Foral de;Serbia;Edad media;41,84
Mujeres;15 Navarra, Comunidad Foral de;Otros países de Europa;Edad media;34,91
Mujeres;15 Navarra, Comunidad Foral de;Angola;Edad media;33,89
Mujeres;15 Navarra, Comunidad Foral de;Argelia;Edad media;29,79
Mujeres;15 Navarra, Comunidad Foral de;Cabo Verde;Edad media;41,83
Mujeres;15 Navarra, Comunidad Foral de;Camerún;Edad media;33,54
Mujeres;15 Navarra, Comunidad Foral de;Costa de Marfil;Edad media;34,58
Mujeres;15 Navarra, Comunidad Foral de;Egipto;Edad media;34,33
Mujeres;15 Navarra, Comunidad Foral de;Etiopía;Edad media;33,96
Mujeres;15 Navarra, Comunidad Foral de;Gambia;Edad media;30,8
Mujeres;15 Navarra, Comunidad Foral de;Ghana;Edad media;27,63
Mujeres;15 Navarra, Comunidad Foral de;Guinea;Edad media;25,63
Mujeres;15 Navarra, Comunidad Foral de;Guinea-Bissau;Edad media;33,25
Mujeres;15 Navarra, Comunidad Foral de;Guinea Ecuatorial;Edad media;29,03
Mujeres;15 Navarra, Comunidad Foral de;Mali;Edad media;27,54
Mujeres;15 Navarra, Comunidad Foral de;Marruecos;Edad media;28,4
Mujeres;15 Navarra, Comunidad Foral de;Mauritania;Edad media;29,12
Mujeres;15 Navarra, Comunidad Foral de;Nigeria;Edad media;27,68
Mujeres;15 Navarra, Comunidad Foral de;Sudáfrica;Edad media;46,81
Mujeres;15 Navarra, Comunidad Foral de;Senegal;Edad media;29,2
Mujeres;15 Navarra, Comunidad Foral de;Túnez;Edad media;31,74
Mujeres;15 Navarra, Comunidad Foral de;Otros países de África;Edad media;32,72
Mujeres;15 Navarra, Comunidad Foral de;Canadá;Edad media;41,31
Mujeres;15 Navarra, Comunidad Foral de;Estados Unidos de América;Edad media;36,84
Mujeres;15 Navarra, Comunidad Foral de;México;Edad media;35,46
Mujeres;15 Navarra, Comunidad Foral de;Costa Rica;Edad media;31,1
Mujeres;15 Navarra, Comunidad Foral de;Cuba;Edad media;41,94
Mujeres;15 Navarra, Comunidad Foral de;El Salvador;Edad media;29,97
Mujeres;15 Navarra, Comunidad Foral de;Guatemala;Edad media;27,3
Mujeres;15 Navarra, Comunidad Foral de;Honduras;Edad media;31,54
Mujeres;15 Navarra, Comunidad Foral de;Nicaragua;Edad media;33,42
Mujeres;15 Navarra, Comunidad Foral de;Panamá;Edad media;27,8
Mujeres;15 Navarra, Comunidad Foral de;República Dominicana;Edad media;33,05
Mujeres;15 Navarra, Comunidad Foral de;Argentina;Edad media;35,28
Mujeres;15 Navarra, Comunidad Foral de;Bolivia;Edad media;35,12
Mujeres;15 Navarra, Comunidad Foral de;Brasil;Edad media;36,33
Mujeres;15 Navarra, Comunidad Foral de;Colombia;Edad media;35,66
Mujeres;15 Navarra, Comunidad Foral de;Chile;Edad media;37,2
Mujeres;15 Navarra, Comunidad Foral de;Ecuador;Edad media;33,79
Mujeres;15 Navarra, Comunidad Foral de;Paraguay;Edad media;33,78
Mujeres;15 Navarra, Comunidad Foral de;Perú;Edad media;36,82
Mujeres;15 Navarra, Comunidad Foral de;Uruguay;Edad media;42,31
Mujeres;15 Navarra, Comunidad Foral de;Venezuela;Edad media;38,22
Mujeres;15 Navarra, Comunidad Foral de;Otros países de América;Edad media;39,91
Mujeres;15 Navarra, Comunidad Foral de;Bangladesh;Edad media;31,26
Mujeres;15 Navarra, Comunidad Foral de;China;Edad media;31,73
Mujeres;15 Navarra, Comunidad Foral de;Filipinas;Edad media;35,97
Mujeres;15 Navarra, Comunidad Foral de;India;Edad media;32,42
Mujeres;15 Navarra, Comunidad Foral de;Indonesia;Edad media;41,4
Mujeres;15 Navarra, Comunidad Foral de;Iraq;Edad media;54,25
Mujeres;15 Navarra, Comunidad Foral de;Irán;Edad media;31,76
Mujeres;15 Navarra, Comunidad Foral de;Israel;Edad media;31,49
Mujeres;15 Navarra, Comunidad Foral de;Japón;Edad media;44,05
Mujeres;15 Navarra, Comunidad Foral de;Jordania;Edad media;43,38
Mujeres;15 Navarra, Comunidad Foral de;Líbano;Edad media;29,54
Mujeres;15 Navarra, Comunidad Foral de;Nepal;Edad media;40,59
Mujeres;15 Navarra, Comunidad Foral de;Pakistán;Edad media;27,03
Mujeres;15 Navarra, Comunidad Foral de;Corea;Edad media;30,58
Mujeres;15 Navarra, Comunidad Foral de;Siria;Edad media;20,23
Mujeres;15 Navarra, Comunidad Foral de;Tailandia;Edad media;47,96
Mujeres;15 Navarra, Comunidad Foral de;Turquía;Edad media;28,19
Mujeres;15 Navarra, Comunidad Foral de;Vietnam;Edad media;32,07
Mujeres;15 Navarra, Comunidad Foral de;Kazajstán;Edad media;28,95
Mujeres;15 Navarra, Comunidad Foral de;Otros países de Asia;Edad media;35,14
Mujeres;15 Navarra, Comunidad Foral de;Australia;Edad media;32,7
Mujeres;15 Navarra, Comunidad Foral de;Apátridas;Edad media;37,27
Mujeres;15 Navarra, Comunidad Foral de;Otros países de Oceanía;Edad media;34,73
Mujeres;31 Navarra;Total;Edad media;44,63
Mujeres;31 Navarra;Albania;Edad media;28,33
Mujeres;31 Navarra;Austria;Edad media;40,84
Mujeres;31 Navarra;Bélgica;Edad media;48,72
Mujeres;31 Navarra;Bulgaria;Edad media;37,78
Mujeres;31 Navarra;Dinamarca;Edad media;36,48
Mujeres;31 Navarra;España;Edad media;45,9
Mujeres;31 Navarra;Finlandia;Edad media;35,77
Mujeres;31 Navarra;Francia;Edad media;44,07
Mujeres;31 Navarra;Grecia;Edad media;40,5
Mujeres;31 Navarra;Hungría;Edad media;41,23
Mujeres;31 Navarra;Irlanda;Edad media;37,11
Mujeres;31 Navarra;Italia;Edad media;38,01
Mujeres;31 Navarra;Noruega;Edad media;37,95
Mujeres;31 Navarra;Países Bajos;Edad media;42,76
Mujeres;31 Navarra;Polonia;Edad media;38,36
Mujeres;31 Navarra;Portugal;Edad media;39,25
Mujeres;31 Navarra;Andorra;Edad media;31,18
Mujeres;31 Navarra;Reino Unido;Edad media;39,04
Mujeres;31 Navarra;Alemania;Edad media;38,65
Mujeres;31 Navarra;Rumanía;Edad media;33,23
Mujeres;31 Navarra;Suecia;Edad media;45,32
Mujeres;31 Navarra;Suiza;Edad media;41,73
Mujeres;31 Navarra;Ucrania;Edad media;40,43
Mujeres;31 Navarra;Letonia;Edad media;50,14
Mujeres;31 Navarra;Moldavia;Edad media;35,54
Mujeres;31 Navarra;Belarús;Edad media;37,95
Mujeres;31 Navarra;Georgia;Edad media;37,09
Mujeres;31 Navarra;Estonia;Edad media;34,25
Mujeres;31 Navarra;Lituania;Edad media;41,61
Mujeres;31 Navarra;República Checa;Edad media;37,49
Mujeres;31 Navarra;República Eslovaca;Edad media;37,6
Mujeres;31 Navarra;Croacia;Edad media;33,15
Mujeres;31 Navarra;Armenia;Edad media;40,65
Mujeres;31 Navarra;Rusia;Edad media;40,48
Mujeres;31 Navarra;Serbia;Edad media;41,84
Mujeres;31 Navarra;Otros países de Europa;Edad media;34,91
Mujeres;31 Navarra;Angola;Edad media;33,89
Mujeres;31 Navarra;Argelia;Edad media;29,79
Mujeres;31 Navarra;Cabo Verde;Edad media;41,83
Mujeres;31 Navarra;Camerún;Edad media;33,54
Mujeres;31 Navarra;Costa de Marfil;Edad media;34,58
Mujeres;31 Navarra;Egipto;Edad media;34,33
Mujeres;31 Navarra;Etiopía;Edad media;33,96
Mujeres;31 Navarra;Gambia;Edad media;30,8
Mujeres;31 Navarra;Ghana;Edad media;27,63
Mujeres;31 Navarra;Guinea;Edad media;25,63
Mujeres;31 Navarra;Guinea-Bissau;Edad media;33,25
Mujeres;31 Navarra;Guinea Ecuatorial;Edad media;29,03
